State|County|Party|Candidate|Num|Percent|Won
illinois|Piatt |Dem|B. Obama (i)|     3,081|35.4%|False
illinois|Vermilion |Grn|J. Stein|      156|0.6%|False
illinois|Vermilion |GOP|M. Romney|    14,888|56.9%|True
illinois|Vermilion |Lib|G. Johnson|      336|1.3%|False
illinois|Vermilion |Dem|B. Obama (i)|    10,773|41.2%|False
illinois|DeWitt |Grn|J. Stein|       65|0.9%|False
illinois|DeWitt |GOP|M. Romney|     4,576|62.4%|True
illinois|DeWitt |Lib|G. Johnson|       99|1.3%|False
illinois|DeWitt |Dem|B. Obama (i)|     2,598|35.4%|False
illinois|Montgomery |Grn|J. Stein|      106|0.9%|False
illinois|Montgomery |GOP|M. Romney|     6,771|55.9%|True
illinois|Montgomery |Lib|G. Johnson|      190|1.6%|False
illinois|Montgomery |Dem|B. Obama (i)|     5,053|41.7%|False
illinois|Woodford |Grn|J. Stein|      111|0.6%|False
illinois|Woodford |GOP|M. Romney|    12,947|68.7%|True
illinois|Woodford |Lib|G. Johnson|      226|1.2%|False
illinois|Woodford |Dem|B. Obama (i)|     5,564|29.5%|False
illinois|McLean |Grn|J. Stein|      479|0.7%|False
illinois|McLean |GOP|M. Romney|    39,638|54.5%|True
illinois|McLean |Lib|G. Johnson|     1,049|1.4%|False
illinois|McLean |Dem|B. Obama (i)|    31,590|43.4%|False
illinois|Franklin |Grn|J. Stein|      152|0.8%|False
illinois|Franklin |GOP|M. Romney|    10,253|57.3%|True
illinois|Franklin |Lib|G. Johnson|      241|1.3%|False
illinois|Franklin |Dem|B. Obama (i)|     7,245|40.5%|False
illinois|Logan |Grn|J. Stein|      107|0.9%|False
illinois|Logan |GOP|M. Romney|     7,835|65.1%|True
illinois|Logan |Lib|G. Johnson|      121|1.0%|False
illinois|Logan |Dem|B. Obama (i)|     3,974|33.0%|False
illinois|Union |Grn|J. Stein|       89|1.1%|False
illinois|Union |GOP|M. Romney|     4,951|59.8%|True
illinois|Union |Lib|G. Johnson|       99|1.2%|False
illinois|Union |Dem|B. Obama (i)|     3,135|37.9%|False
illinois|Edwards |Grn|J. Stein|       22|0.7%|False
illinois|Edwards |GOP|M. Romney|     2,402|74.5%|True
illinois|Edwards |Lib|G. Johnson|       47|1.5%|False
illinois|Edwards |Dem|B. Obama (i)|      754|23.4%|False
illinois|Rock Island |Grn|J. Stein|      264|0.4%|False
illinois|Rock Island |Dem|B. Obama (i)|    39,081|60.2%|True
illinois|Rock Island |Lib|G. Johnson|      647|1.0%|False
illinois|Rock Island |GOP|M. Romney|    24,888|38.4%|False
illinois|Crawford |Grn|J. Stein|       54|0.6%|False
illinois|Crawford |GOP|M. Romney|     5,577|64.9%|True
illinois|Crawford |Lib|G. Johnson|      112|1.3%|False
illinois|Crawford |Dem|B. Obama (i)|     2,855|33.2%|False
illinois|Massac |Grn|J. Stein|       31|0.5%|False
illinois|Massac |GOP|M. Romney|     4,278|65.9%|True
illinois|Massac |Lib|G. Johnson|       91|1.4%|False
illinois|Massac |Dem|B. Obama (i)|     2,092|32.2%|False
illinois|McDonough |Grn|J. Stein|      139|1.1%|False
illinois|McDonough |GOP|M. Romney|     6,142|49.4%|True
illinois|McDonough |Lib|G. Johnson|      201|1.6%|False
illinois|McDonough |Dem|B. Obama (i)|     5,957|47.9%|False
illinois|Sangamon |Grn|J. Stein|      663|0.7%|False
illinois|Sangamon |GOP|M. Romney|    50,131|53.3%|True
illinois|Sangamon |Lib|G. Johnson|     1,277|1.4%|False
illinois|Sangamon |Dem|B. Obama (i)|    41,961|44.6%|False
illinois|DuPage |Grn|J. Stein|     1,979|0.5%|False
illinois|DuPage |Dem|B. Obama (i)|   197,411|49.7%|True
illinois|DuPage |Lib|G. Johnson|     4,450|1.1%|False
illinois|DuPage |GOP|M. Romney|   193,333|48.7%|False
illinois|Gallatin |Grn|J. Stein|       23|0.9%|False
illinois|Gallatin |GOP|M. Romney|     1,492|58.1%|True
illinois|Gallatin |Lib|G. Johnson|       26|1.0%|False
illinois|Gallatin |Dem|B. Obama (i)|     1,028|40.0%|False
illinois|Monroe |Grn|J. Stein|       92|0.5%|False
illinois|Monroe |GOP|M. Romney|    10,879|62.5%|True
illinois|Monroe |Lib|G. Johnson|      231|1.3%|False
illinois|Monroe |Dem|B. Obama (i)|     6,205|35.6%|False
illinois|Cass |Grn|J. Stein|       46|0.9%|False
illinois|Cass |GOP|M. Romney|     2,707|55.7%|True
illinois|Cass |Lib|G. Johnson|       55|1.1%|False
illinois|Cass |Dem|B. Obama (i)|     2,050|42.2%|False
illinois|Fayette |Grn|J. Stein|       48|0.5%|False
illinois|Fayette |GOP|M. Romney|     5,950|66.4%|True
illinois|Fayette |Lib|G. Johnson|      117|1.3%|False
illinois|Fayette |Dem|B. Obama (i)|     2,848|31.8%|False
illinois|Tazewell |Grn|J. Stein|      368|0.6%|False
illinois|Tazewell |GOP|M. Romney|    35,266|57.9%|True
illinois|Tazewell |Lib|G. Johnson|      884|1.5%|False
illinois|Tazewell |Dem|B. Obama (i)|    24,385|40.0%|False
illinois|Hardin |Grn|J. Stein|       22|0.9%|False
illinois|Hardin |GOP|M. Romney|     1,535|65.9%|True
illinois|Hardin |Lib|G. Johnson|       31|1.3%|False
illinois|Hardin |Dem|B. Obama (i)|      742|31.8%|False
illinois|Wayne |Grn|J. Stein|       35|0.5%|False
illinois|Wayne |GOP|M. Romney|     5,984|78.0%|True
illinois|Wayne |Lib|G. Johnson|      143|1.9%|False
illinois|Wayne |Dem|B. Obama (i)|     1,514|19.7%|False
illinois|Adams |Grn|J. Stein|      165|0.5%|False
illinois|Adams |GOP|M. Romney|    20,371|66.7%|True
illinois|Adams |Lib|G. Johnson|      375|1.2%|False
illinois|Adams |Dem|B. Obama (i)|     9,627|31.5%|False
illinois|Henderson |Grn|J. Stein|       11|0.3%|False
illinois|Henderson |Dem|B. Obama (i)|     1,977|55.5%|True
illinois|Henderson |Lib|G. Johnson|       37|1.0%|False
illinois|Henderson |GOP|M. Romney|     1,538|43.2%|False
illinois|Whiteside |Grn|J. Stein|      111|0.5%|False
illinois|Whiteside |Dem|B. Obama (i)|    12,393|57.7%|True
illinois|Whiteside |Lib|G. Johnson|      312|1.5%|False
illinois|Whiteside |GOP|M. Romney|     8,676|40.4%|False
illinois|Marion |Grn|J. Stein|       77|0.5%|False
illinois|Marion |GOP|M. Romney|     9,229|58.7%|True
illinois|Marion |Lib|G. Johnson|      212|1.3%|False
illinois|Marion |Dem|B. Obama (i)|     6,210|39.5%|False
illinois|Wabash |Grn|J. Stein|       19|0.4%|False
illinois|Wabash |GOP|M. Romney|     3,473|67.7%|True
illinois|Wabash |Lib|G. Johnson|       47|0.9%|False
illinois|Wabash |Dem|B. Obama (i)|     1,588|31.0%|False
north-carolina|Haywood |GOP|M. Romney|    15,553|56.2%|True
north-carolina|Haywood |Lib|G. Johnson|      384|1.4%|False
north-carolina|Haywood |Dem|B. Obama (i)|    11,742|42.4%|False
north-carolina|Buncombe |Dem|B. Obama (i)|    70,066|55.5%|True
north-carolina|Buncombe |Lib|G. Johnson|     1,706|1.4%|False
north-carolina|Buncombe |GOP|M. Romney|    54,429|43.1%|False
north-carolina|Chowan |GOP|M. Romney|     3,872|52.2%|True
north-carolina|Chowan |Lib|G. Johnson|       45|0.6%|False
north-carolina|Chowan |Dem|B. Obama (i)|     3,507|47.2%|False
north-carolina|Cabarrus |GOP|M. Romney|    49,125|59.6%|True
north-carolina|Cabarrus |Lib|G. Johnson|      867|1.1%|False
north-carolina|Cabarrus |Dem|B. Obama (i)|    32,453|39.4%|False
north-carolina|Johnston |GOP|M. Romney|    48,206|63.4%|True
north-carolina|Johnston |Lib|G. Johnson|      763|1.0%|False
north-carolina|Johnston |Dem|B. Obama (i)|    27,052|35.6%|False
north-carolina|Greene |GOP|M. Romney|     4,393|53.6%|True
north-carolina|Greene |Lib|G. Johnson|       40|0.5%|False
north-carolina|Greene |Dem|B. Obama (i)|     3,761|45.9%|False
north-carolina|Edgecombe |Dem|B. Obama (i)|    18,249|68.0%|True
north-carolina|Edgecombe |Lib|G. Johnson|       83|0.3%|False
north-carolina|Edgecombe |GOP|M. Romney|     8,494|31.7%|False
north-carolina|Sampson |GOP|M. Romney|    14,358|55.2%|True
north-carolina|Sampson |Lib|G. Johnson|      151|0.6%|False
north-carolina|Sampson |Dem|B. Obama (i)|    11,496|44.2%|False
north-carolina|Perquimans |GOP|M. Romney|     3,814|57.6%|True
north-carolina|Perquimans |Lib|G. Johnson|       60|0.9%|False
north-carolina|Perquimans |Dem|B. Obama (i)|     2,747|41.5%|False
north-carolina|Transylvania |GOP|M. Romney|     9,522|57.8%|True
north-carolina|Transylvania |Lib|G. Johnson|      207|1.3%|False
north-carolina|Transylvania |Dem|B. Obama (i)|     6,740|40.9%|False
north-carolina|Wake |Dem|B. Obama (i)|   286,939|54.5%|True
north-carolina|Wake |Lib|G. Johnson|     6,933|1.3%|False
north-carolina|Wake |GOP|M. Romney|   232,933|44.2%|False
north-carolina|Pitt |Dem|B. Obama (i)|    40,701|53.0%|True
north-carolina|Pitt |Lib|G. Johnson|      579|0.8%|False
north-carolina|Pitt |GOP|M. Romney|    35,534|46.3%|False
north-carolina|Anson |Dem|B. Obama (i)|     6,894|62.3%|True
north-carolina|Anson |Lib|G. Johnson|       53|0.5%|False
north-carolina|Anson |GOP|M. Romney|     4,125|37.3%|False
north-carolina|Swain |GOP|M. Romney|     2,976|52.2%|True
north-carolina|Swain |Lib|G. Johnson|      111|1.9%|False
north-carolina|Swain |Dem|B. Obama (i)|     2,618|45.9%|False
north-carolina|Cumberland |Dem|B. Obama (i)|    74,991|59.5%|True
north-carolina|Cumberland |Lib|G. Johnson|      910|0.7%|False
north-carolina|Cumberland |GOP|M. Romney|    50,191|39.8%|False
north-carolina|Avery |GOP|M. Romney|     5,708|74.5%|True
north-carolina|Avery |Lib|G. Johnson|       88|1.1%|False
north-carolina|Avery |Dem|B. Obama (i)|     1,861|24.3%|False
north-carolina|Burke |GOP|M. Romney|    22,109|61.2%|True
north-carolina|Burke |Lib|G. Johnson|      430|1.2%|False
north-carolina|Burke |Dem|B. Obama (i)|    13,577|37.6%|False
north-carolina|Mitchell |GOP|M. Romney|     5,778|75.3%|True
north-carolina|Mitchell |Lib|G. Johnson|       85|1.1%|False
north-carolina|Mitchell |Dem|B. Obama (i)|     1,810|23.6%|False
north-carolina|Lenoir |GOP|M. Romney|    13,763|50.5%|True
north-carolina|Lenoir |Lib|G. Johnson|      134|0.5%|False
north-carolina|Lenoir |Dem|B. Obama (i)|    13,350|49.0%|False
north-carolina|Jackson |GOP|M. Romney|     8,224|49.7%|True
north-carolina|Jackson |Lib|G. Johnson|      280|1.7%|False
north-carolina|Jackson |Dem|B. Obama (i)|     8,052|48.6%|False
north-carolina|Alamance |GOP|M. Romney|    37,712|56.6%|True
north-carolina|Alamance |Lib|G. Johnson|      585|0.9%|False
north-carolina|Alamance |Dem|B. Obama (i)|    28,341|42.5%|False
north-carolina|Nash |Dem|B. Obama (i)|    24,214|50.2%|True
north-carolina|Nash |Lib|G. Johnson|      252|0.5%|False
north-carolina|Nash |GOP|M. Romney|    23,769|49.3%|False
north-carolina|Onslow |GOP|M. Romney|    31,695|62.9%|True
north-carolina|Onslow |Lib|G. Johnson|      543|1.1%|False
north-carolina|Onslow |Dem|B. Obama (i)|    18,115|36.0%|False
north-carolina|Craven |GOP|M. Romney|    26,654|58.5%|True
north-carolina|Craven |Lib|G. Johnson|      375|0.8%|False
north-carolina|Craven |Dem|B. Obama (i)|    18,556|40.7%|False
north-carolina|Hoke |Dem|B. Obama (i)|     9,915|59.0%|True
north-carolina|Hoke |Lib|G. Johnson|      164|1.0%|False
north-carolina|Hoke |GOP|M. Romney|     6,721|40.0%|False
north-carolina|Gates |Dem|B. Obama (i)|     2,745|51.7%|True
north-carolina|Gates |Lib|G. Johnson|       33|0.6%|False
north-carolina|Gates |GOP|M. Romney|     2,532|47.7%|False
north-carolina|Northampton |Dem|B. Obama (i)|     7,210|67.3%|True
north-carolina|Northampton |Lib|G. Johnson|       35|0.3%|False
north-carolina|Northampton |GOP|M. Romney|     3,474|32.4%|False
north-carolina|Washington |Dem|B. Obama (i)|     3,811|59.0%|True
north-carolina|Washington |Lib|G. Johnson|       30|0.5%|False
north-carolina|Washington |GOP|M. Romney|     2,615|40.5%|False
north-carolina|Forsyth |Dem|B. Obama (i)|    91,606|53.2%|True
north-carolina|Forsyth |Lib|G. Johnson|     1,549|0.9%|False
north-carolina|Forsyth |GOP|M. Romney|    79,177|45.9%|False
north-carolina|Brunswick |GOP|M. Romney|    34,587|60.7%|True
north-carolina|Brunswick |Lib|G. Johnson|      466|0.8%|False
north-carolina|Brunswick |Dem|B. Obama (i)|    21,932|38.5%|False
north-carolina|Robeson |Dem|B. Obama (i)|    23,957|57.9%|True
north-carolina|Robeson |Lib|G. Johnson|      330|0.8%|False
north-carolina|Robeson |GOP|M. Romney|    17,093|41.3%|False
north-carolina|Tyrrell |GOP|M. Romney|      929|52.3%|True
north-carolina|Tyrrell |Lib|G. Johnson|       11|0.6%|False
north-carolina|Tyrrell |Dem|B. Obama (i)|      835|47.0%|False
north-carolina|Rutherford |GOP|M. Romney|    18,797|66.2%|True
north-carolina|Rutherford |Lib|G. Johnson|      299|1.1%|False
north-carolina|Rutherford |Dem|B. Obama (i)|     9,277|32.7%|False
north-carolina|Jones |GOP|M. Romney|     2,825|54.4%|True
north-carolina|Jones |Lib|G. Johnson|       32|0.6%|False
north-carolina|Jones |Dem|B. Obama (i)|     2,335|45.0%|False
north-carolina|Stokes |GOP|M. Romney|    15,142|70.8%|True
north-carolina|Stokes |Lib|G. Johnson|      285|1.3%|False
north-carolina|Stokes |Dem|B. Obama (i)|     5,969|27.9%|False
north-carolina|Currituck |GOP|M. Romney|     7,431|66.6%|True
north-carolina|Currituck |Lib|G. Johnson|      201|1.8%|False
north-carolina|Currituck |Dem|B. Obama (i)|     3,521|31.6%|False
north-carolina|Alleghany |GOP|M. Romney|     3,378|67.2%|True
north-carolina|Alleghany |Lib|G. Johnson|       73|1.5%|False
north-carolina|Alleghany |Dem|B. Obama (i)|     1,574|31.3%|False
north-carolina|Durham |Dem|B. Obama (i)|   109,185|75.9%|True
north-carolina|Durham |Lib|G. Johnson|     1,317|0.9%|False
north-carolina|Durham |GOP|M. Romney|    33,326|23.2%|False
north-carolina|Yancey |GOP|M. Romney|     5,249|56.2%|True
north-carolina|Yancey |Lib|G. Johnson|      141|1.5%|False
north-carolina|Yancey |Dem|B. Obama (i)|     3,954|42.3%|False
north-carolina|Guilford |Dem|B. Obama (i)|   145,483|57.8%|True
north-carolina|Guilford |Lib|G. Johnson|     2,082|0.8%|False
north-carolina|Guilford |GOP|M. Romney|   103,964|41.3%|False
north-carolina|Pender |GOP|M. Romney|    14,368|59.8%|True
north-carolina|Pender |Lib|G. Johnson|      213|0.9%|False
north-carolina|Pender |Dem|B. Obama (i)|     9,455|39.3%|False
north-carolina|Wilkes |GOP|M. Romney|    20,410|70.7%|True
north-carolina|Wilkes |Lib|G. Johnson|      353|1.2%|False
north-carolina|Wilkes |Dem|B. Obama (i)|     8,089|28.0%|False
north-carolina|Rowan |GOP|M. Romney|    38,622|62.5%|True
north-carolina|Rowan |Lib|G. Johnson|      652|1.1%|False
north-carolina|Rowan |Dem|B. Obama (i)|    22,529|36.5%|False
north-carolina|Scotland |Dem|B. Obama (i)|     8,131|58.0%|True
north-carolina|Scotland |Lib|G. Johnson|       90|0.6%|False
north-carolina|Scotland |GOP|M. Romney|     5,799|41.4%|False
north-carolina|Duplin |GOP|M. Romney|    11,330|55.6%|True
north-carolina|Duplin |Lib|G. Johnson|      122|0.6%|False
north-carolina|Duplin |Dem|B. Obama (i)|     8,923|43.8%|False
north-carolina|Davidson |GOP|M. Romney|    48,935|69.9%|True
north-carolina|Davidson |Lib|G. Johnson|      768|1.1%|False
north-carolina|Davidson |Dem|B. Obama (i)|    20,291|29.0%|False
north-carolina|Randolph |GOP|M. Romney|    44,913|74.6%|True
north-carolina|Randolph |Lib|G. Johnson|      614|1.0%|False
north-carolina|Randolph |Dem|B. Obama (i)|    14,675|24.4%|False
north-carolina|Harnett |GOP|M. Romney|    25,070|59.2%|True
north-carolina|Harnett |Lib|G. Johnson|      415|1.0%|False
north-carolina|Harnett |Dem|B. Obama (i)|    16,858|39.8%|False
north-carolina|Hertford |Dem|B. Obama (i)|     7,815|71.9%|True
north-carolina|Hertford |Lib|G. Johnson|       56|0.5%|False
north-carolina|Hertford |GOP|M. Romney|     3,001|27.6%|False
north-carolina|Gaston |GOP|M. Romney|    55,817|62.3%|True
north-carolina|Gaston |Lib|G. Johnson|      918|1.0%|False
north-carolina|Gaston |Dem|B. Obama (i)|    32,903|36.7%|False
north-carolina|Ashe |GOP|M. Romney|     8,207|65.7%|True
north-carolina|Ashe |Lib|G. Johnson|      179|1.4%|False
north-carolina|Ashe |Dem|B. Obama (i)|     4,100|32.8%|False
north-carolina|Wilson |Dem|B. Obama (i)|    20,745|53.3%|True
north-carolina|Wilson |Lib|G. Johnson|      241|0.6%|False
north-carolina|Wilson |GOP|M. Romney|    17,904|46.0%|False
north-carolina|Moore |GOP|M. Romney|    29,336|63.7%|True
north-carolina|Moore |Lib|G. Johnson|      337|0.7%|False
north-carolina|Moore |Dem|B. Obama (i)|    16,371|35.6%|False
north-carolina|Davie |GOP|M. Romney|    14,568|71.3%|True
north-carolina|Davie |Lib|G. Johnson|      198|1.0%|False
north-carolina|Davie |Dem|B. Obama (i)|     5,652|27.7%|False
north-carolina|Alexander |GOP|M. Romney|    12,207|71.6%|True
north-carolina|Alexander |Lib|G. Johnson|      262|1.5%|False
north-carolina|Alexander |Dem|B. Obama (i)|     4,591|26.9%|False
north-carolina|Pamlico |GOP|M. Romney|     4,032|60.1%|True
north-carolina|Pamlico |Lib|G. Johnson|       48|0.7%|False
north-carolina|Pamlico |Dem|B. Obama (i)|     2,632|39.2%|False
north-carolina|Chatham |Dem|B. Obama (i)|    18,252|51.9%|True
north-carolina|Chatham |Lib|G. Johnson|      327|0.9%|False
north-carolina|Chatham |GOP|M. Romney|    16,578|47.2%|False
north-carolina|Rockingham |GOP|M. Romney|    25,037|60.3%|True
north-carolina|Rockingham |Lib|G. Johnson|      342|0.8%|False
north-carolina|Rockingham |Dem|B. Obama (i)|    16,170|38.9%|False
north-carolina|Hyde |GOP|M. Romney|     1,183|50.2%|True
north-carolina|Hyde |Lib|G. Johnson|       18|0.8%|False
north-carolina|Hyde |Dem|B. Obama (i)|     1,157|49.1%|False
north-carolina|Lincoln |GOP|M. Romney|    25,184|68.9%|True
north-carolina|Lincoln |Lib|G. Johnson|      368|1.0%|False
north-carolina|Lincoln |Dem|B. Obama (i)|    10,980|30.1%|False
north-carolina|Macon |GOP|M. Romney|    10,817|64.6%|True
north-carolina|Macon |Lib|G. Johnson|      241|1.4%|False
north-carolina|Macon |Dem|B. Obama (i)|     5,692|34.0%|False
north-carolina|Cherokee |GOP|M. Romney|     9,201|72.5%|True
north-carolina|Cherokee |Lib|G. Johnson|      155|1.2%|False
north-carolina|Cherokee |Dem|B. Obama (i)|     3,339|26.3%|False
north-carolina|Bladen |Dem|B. Obama (i)|     8,277|50.6%|True
north-carolina|Bladen |Lib|G. Johnson|      127|0.8%|False
north-carolina|Bladen |GOP|M. Romney|     7,947|48.6%|False
north-carolina|Caswell |GOP|M. Romney|     5,471|51.0%|True
north-carolina|Caswell |Lib|G. Johnson|       82|0.8%|False
north-carolina|Caswell |Dem|B. Obama (i)|     5,183|48.3%|False
north-carolina|Pasquotank |Dem|B. Obama (i)|     9,970|57.5%|True
north-carolina|Pasquotank |Lib|G. Johnson|      157|0.9%|False
north-carolina|Pasquotank |GOP|M. Romney|     7,216|41.6%|False
north-carolina|Vance |Dem|B. Obama (i)|    13,286|64.0%|True
north-carolina|Vance |Lib|G. Johnson|       78|0.4%|False
north-carolina|Vance |GOP|M. Romney|     7,406|35.7%|False
north-carolina|Stanly |GOP|M. Romney|    19,698|69.7%|True
north-carolina|Stanly |Lib|G. Johnson|      291|1.0%|False
north-carolina|Stanly |Dem|B. Obama (i)|     8,287|29.3%|False
north-carolina|Watauga |GOP|M. Romney|    14,124|50.1%|True
north-carolina|Watauga |Lib|G. Johnson|      673|2.4%|False
north-carolina|Watauga |Dem|B. Obama (i)|    13,371|47.5%|False
north-carolina|Union |GOP|M. Romney|    60,468|64.7%|True
north-carolina|Union |Lib|G. Johnson|      889|1.0%|False
north-carolina|Union |Dem|B. Obama (i)|    32,032|34.3%|False
north-carolina|Bertie |Dem|B. Obama (i)|     6,537|65.8%|True
north-carolina|Bertie |Lib|G. Johnson|       37|0.4%|False
north-carolina|Bertie |GOP|M. Romney|     3,367|33.9%|False
north-carolina|Dare |GOP|M. Romney|    10,102|57.4%|True
north-carolina|Dare |Lib|G. Johnson|      254|1.4%|False
north-carolina|Dare |Dem|B. Obama (i)|     7,258|41.2%|False
north-carolina|Graham |GOP|M. Romney|     2,743|70.2%|True
north-carolina|Graham |Lib|G. Johnson|       52|1.3%|False
north-carolina|Graham |Dem|B. Obama (i)|     1,115|28.5%|False
north-carolina|Polk |GOP|M. Romney|     6,219|60.2%|True
north-carolina|Polk |Lib|G. Johnson|      104|1.0%|False
north-carolina|Polk |Dem|B. Obama (i)|     4,000|38.7%|False
north-carolina|McDowell |GOP|M. Romney|    11,732|65.3%|True
north-carolina|McDowell |Lib|G. Johnson|      215|1.2%|False
north-carolina|McDowell |Dem|B. Obama (i)|     6,006|33.5%|False
north-carolina|Lee |GOP|M. Romney|    13,000|54.6%|True
north-carolina|Lee |Lib|G. Johnson|      223|0.9%|False
north-carolina|Lee |Dem|B. Obama (i)|    10,577|44.4%|False
north-carolina|Iredell |GOP|M. Romney|    49,071|64.8%|True
north-carolina|Iredell |Lib|G. Johnson|      739|1.0%|False
north-carolina|Iredell |Dem|B. Obama (i)|    25,952|34.3%|False
north-carolina|Richmond |Dem|B. Obama (i)|     9,747|51.0%|True
north-carolina|Richmond |Lib|G. Johnson|      144|0.8%|False
north-carolina|Richmond |GOP|M. Romney|     9,236|48.3%|False
north-carolina|Montgomery |GOP|M. Romney|     6,389|57.2%|True
north-carolina|Montgomery |Lib|G. Johnson|      100|0.9%|False
north-carolina|Montgomery |Dem|B. Obama (i)|     4,689|41.9%|False
north-carolina|Mecklenburg |Dem|B. Obama (i)|   270,705|60.8%|True
north-carolina|Mecklenburg |Lib|G. Johnson|     3,867|0.9%|False
north-carolina|Mecklenburg |GOP|M. Romney|   170,490|38.3%|False
north-carolina|Granville |Dem|B. Obama (i)|    13,529|51.9%|True
north-carolina|Granville |Lib|G. Johnson|      207|0.8%|False
north-carolina|Granville |GOP|M. Romney|    12,332|47.3%|False
